ID,Title
160,"The Fujifilm X-H1 is the company's flagship APS-C mirrorless camera. It features a 24.3MP APS-C sensor with an X-Trans color filter. In-body image stabilization can reduce shake by up to 5.5 stops and the X-H1 weather-sealed body features a bevy of controls and an LCD info display on its top plate. The X-H1 has a unique articulating 3"" touchscreen LCD that can tilt up and down and out to the side (in one direction). Its electronic viewfinder is quite large and has a resolution of 3.69 million dots.  The camera can shoot continuously at up to 14 fps with the electronic shutter, 11 fps with the mechanical shutter and optional grip and 8 fps without the grip. It can capture both DCI and UHD 4K video at 24 and 30p, respectively. With the power battery grip, continuous 4K recording times can reach 30 minutes. It has a new EXTERNA Film Simulation Mode and also supports F-log gamma for easier video color grading. Connectivity options include Wi-Fi and Bluetooth. The X-H1 is a camera able to adapt to a wide variety of shooting situations, with excellent image quality, very good video performance and solid autofocus performance. As usual, the camera's color in its JPEGs and movie footage is one of the highlights. Our only real concern is the camera's failure to excel in any respect, especially in the light of the competition available at this price. Good for: Someone looking for a video/stills all-rounder Not so good for: Anyone looking for the perfect tool for one specific job"
161,"Panasonic's GX9 is a 20MP interchangeable lens Micro Four Thirds camera. Its sensor does not use a low-pass filter in an effort to maximize sharpness, and an L/Monochrome D Photo Style is included for fans of black-and-white film. The GX9 does not offer weather-sealing, unlike the GX8 and G9. The GX9 offers a 2.7 million-dot (equiv) EVF that tilts 90° upward, and a 1.2 million-dot touchscreen that tilts up 80° and down by 45° – a departure from the G9 and GX8's fully articulated screens. An electromagnetic drive claims to reduce shutter shock by 90%, an attempt to mitigate the shutter-induced softness we saw in previous GX-models. The camera relies on contrast detect autofocus with the help of Panasonic's Depth from Defocus technology when Panasonic lenses are used.  Naturally 4K/30p/24p video is present with all of the affiliated 4K Photo Modes, including two new ones: Auto Marking and Sequence Composition. Auto Marking allows the camera to identify movement in a 4K clip and set a marker to quickly jump to the action, and Sequence Composition makes it easy to create composite images of action in-camera. In-body 5-axis stabilization combines with dual-axis optical stabilization, resulting in a claimed 4-stop reduction in shake. Wi-Fi and Bluetooth are available for quick image sharing. With its compact size, robust feature set, abundant controls and overall responsiveness, the Panasonic Lumix DC-GX9 is a great camera for all kinds of photographers. The trick tilting viewfinder is a neat touch (though we wish it were larger), and limited battery life remains a sticking point. But impressive in-body image stabilization, a pleasing JPEG engine and good quality 4K capture mean the Lumix GX9 is a camera we can easily recommend. Good for: Street photographers, travel photographers who don't mind carrying an extra battery with them, enthusiasts that enjoy abundant controls and those who want great JPEGs right out of the camera. Not so good for: Hardcore landscape and sports shooters that may need greater dynamic range, resolution and burst speeds."
162,"Panasonic's ZS200/TZ200 is a 20MP 1""-sensor compact that updates the existing ZS100 and its 25-250mm equiv. zoom with a 24-360mm equiv. F3.3-6.4 lens that's both slightly wider and much longer (though a bit slower). Like its predecessor the ZS200 offers a 3"" touchscreen, accompanied by an upgraded 2.3 million-dot EVF with 0.53x magnification.  Contrast detect autofocus is aided by Panasonic's very good Depth from Defocus technology, and up to 10 fps burst shooting is available with AF-S (6 fps in AF-C). Rounding out a travel-friendly feature set are 4K video, Wi-Fi with Bluetooth, 5-axis image stabilization and a new L.Monochrome Photo Style for a black-and-white film look. The Panasonic Lumix DC-ZS200/TZ100 packs a 24-360mm equiv. lens into a body that fill fit into all but the skinniest pockets. Its time-tested sensor produces high quality photos, its autofocus system is snappy, 4K video generally good and battery life strong. However, there is a 1.5X crop in 4K video that also increases noise, a lens that tends to be soft, and an EVF that some may find bothersome. For those who want a long lens, compact body and 1"" sensor, the ZS200 is one of the better choices out there. Good for: Travelers who want a telephoto lens in a small package, and to be able to share photos quickly and easily. Not so good for: Those who wish to capture video at wide-angles. Sports, portrait or low light shooters. Those sensitive to field sequential EVFs."
163,"The Olympus PEN E-PL9 is a stylish, compact mirrorless camera that features a 16MP Live MOS sensor and an updated Truepic VIII processor. Other features include a 3-axis in-body image stabilization system, an updated 121-point contrast-detect autofocus system with face and eye detection, and a built-in pop-up flash. The E-PL9 also supports 4K video capture at 30p, and a new Bluetooth connection allows for tagged photos to be transferred to mobile devices even after the camera is turned off. A tilting touchscreen tilts up 90 degrees to allow for easy shooting from the hip, and flips down 180 degrees for selfie shooting."
164,"The Panasonic DC-GF10 (also known as the GF90 in Japan) is a compact Micro Four Thirds camera with an emphasis on style and self-portraits. The camera sports a 16MP Live MOS Four Thirds sensor, with no optical low-pass filter. It uses Panasonic's Depth From Defocus AF system and is capable of 5 fps bursts with continuous autofocus. You can now use continuous shooting in 'Self Shot' mode, with a rate of 15 fps. A touch-sensitive 3-inch 1.04M-dot tilting monitor can be flipped up 180-degrees for selfies and a variety of modes and functions are available to aide the selfie-obsessed. It can capture 4K/UHD (30p/24p) video; a 4K Photo function allows for 8MP still extraction from video while Post Focus and Focus Stacking allow users to select what area(s) they want in focus. Built-in Wi-Fi allows for easy transfer of images to ones devices as well as remote shooting capabilities."
165,"The Fujifilm X-A5 is a low cost mirrorless camera that uses a 24MP APS-C CMOS sensor and the company's X-mount lenses. Its latest image processor improves performance and image quality compared to its predecessor, while the addition of Phase Detect AF should allow for better subject tracking. The X-A3 has a rangefinder-style body with a flip-up touchscreen display and twin control dials. It can capture up to 5 minutes of 4K/15p video and supports both Wi-Fi and Bluetooth for photo sharing and remote capture."
166,"The Fujifilm FinePix XP130 is a rugged camera that can go up to 20 metres (65 ft) underwater, fall from 1.75 meters (5.7 feet) and function in temperatures as low as -10C (+14F). It has a 16MP BSI-CMOS sensor paired with a 28-140mm F3.9-4.9 lens and a 3"" LCD with a new electronic level function. Photos can be shared via Wi-Fi, with Bluetooth for easy pairing and image transfer. The XP130 can capture 1080/60p video, take 360 degree panoramas and produce still and video time-lapses."
167,"The Panasonic Lumix DC-GH5S is a video-centered Micro Four Thirds mirrorless camera. It uses a multi-aspect 10.2MP Live MOS that maintains the same field-of-view at 4:3, 3:2, 1:1 and 16:9 aspect ratios. Its 'Dual Native ISO Technology' and Venus Engine 10 processor allow for a native ISO range of 160-51,200, expandable to 80-204,800. Being designed for video, the GH5S has an anti-aliasing filter (to reduce moiré) and lacks in-body image stabilization. The camera is capable of capturing both DCI (Cinema) and UHD 4K at 60p and 24/23.98p video at up to 400Mbps. It supports HDR video with a Hybrid Log Gamma mode and also has V-LogL and the Rec.709 LUT built-in (users can load up to four LUTs into the camera, as well). The camera can be used as a time code generator by using an adapter that connects a BNC cable to its flash sync port. Other video features include a vectorscope/waveform monitor, knee control, luminance level adjustment, zebra patterns and more. The GH5S uses Panasonic's Depth from Defocus contrast detect AF system which is capable of focusing in light levels as low as -5EV. The camera can take bursts of up to 12 fps (or 11 fps if using 14-bit Raw) with AF locked and 7 fps with continuous AF. It also has a fully articulating 3.2"" touchscreen display, ultra-high-res 3.68M-dot EVF and 802.11ac Wi-Fi with Bluetooth. The GH5S has a rugged, weather-sealed body with twin SD card slots, both of which support UHS-II / V90 media. It has a full-size HDMI port as well as a USB 3.1 Type C connector. The GH5S is a highly specialized filmmakers' camera that makes few concessions to anything but this core purpose. An excellent sensor combined with high bitrate, 10-bit 4:2:2 capture means the results are hugely impressive. Add an external recorder and these benefits remain, even for both UHD and DCI 60p capture. The loss of stabilization means it's limited to gimbal or tripod work but in those circumstances, it shines. Good for: Dedicated film makers Not so good for: Run-and-gun shooting, stills photography"
168,"The Leica CL is a compact APS-C mirrorless camera that uses the company's L-mount. It has a solid metal body with a touchscreen LCD, customizable twin dials and a 2.36M-dot EVF. The camera saves its Raw files in the industry-standard DNG format, has an ISO range of 100-50000 and shoots at up to 10 fps. It can capture 4K/30p video and offers Wi-Fi for transferring photos to a smartphone. Note that it does not have HDMI or USB ports."
169,"The Panasonic Lumix DC-G9 is a speed-oriented Micro Four Thirds camera. It features a 20.3MP CMOS sensor, in-body image stabilization capable of up to 6.5 stops of shake reduction and an updated version of the company's Depth from Defocus AF system.  The camera can shoot continuously at up to 20 fps with continuous AF and 60 fps with single AF using its electronic shutter. A new high resolution mode shifts the sensor in order to create 80MP stills, though its best suited for stationary subjects. The magnesium alloy body is weather-sealed and has a fully articulating touchscreen display and very large and high resolution electronic viewfinder. Ports include HDMI, microphone and headphone, flash sync, USB 3.0 and wired remote.  The G9 has two SD card slots, both of which support high-speed UHS-II media. It captures UHD 4K video at up to 60p / 150Mbps. A high speed mode tops out at 180 fps in Full HD and 60 fps in 4K. The G9 can also capture 6K or 4K stills using the feature of the same name. The Panasonic G9 is one of the most well-balanced Micro Four Thirds camera to date. Capable of super fast burst speeds, with reliable AF as well as good-looking 4K, this camera can easily handle double duty. It offers outstanding image stabilization, great image quality and tons of customization all packed in a reasonably lightweight, weather-sealed body. Good for: Just about any photographer craving a camera that can handle both high-speed still photography and 4K/HD-video duty. Anyone seeking complete control of their camera. Not so good for: Serious sports and action shooters, who would be better suited buying a camera with phase detect AF."
170,"Rylo is a powerful little 360° camera powered by innovative software to create larger-than-life, cinematic video. It captures everything around you with breakthrough stabilization technology. When you're done shooting, simply connect Rylo to your smartphone and use the Rylo app to easily edit and create a video you're proud to share."
171,"The Xiaomi Mi Sphere 360 can capture spherical video at up to 3.5K/30p using its twin fisheye lenses and 16MP Sony sensors. It can capture up to 75 minutes of 3.5K video or 90 minutes at lower resolutions using its built-in battery. It has ""6-axis"" electronic IS, IP67 weather-sealing and a microSD card."
172,"The Sony a7R Mark III is a full-frame mirrorless camera that uses a 42.4MP stabilized BSI CMOS sensor. The Mark III has numerous improvements over its predecessor, many of which are borrowed from the flagship a9. Faster processing and a redesigned shutter allow for 10 fps bursts (or 8 fps with no viewfinder blackout), and a refined autofocus system promises better subject tracking performance. The design hasn't changed much, with the main additions being a higher resolution EVF, joystick for adjusting the focus point, dual SD card slots and a higher capacity battery. Video can be captured at UHD 4K (30p) using the full-width of the sensor or a Super 35 crop, and 1080/120p option is also available. The a7R III supports S-Log3 and Hybrid Log Gamma profiles, among others. It's fair to say that the Sony a7R III is a great option for an incredibly wide variety of photographers. Offering great image quality, fast burst shooting speeds, high quality 4K video and a reasonably compact package, it's an incredibly well-rounded offering. The endless customization options can be daunting at first, but in the end, it's a camera equally at home capturing fast action one moment, and expansive landscapes the next. Good for: Hybrid stills and video shooters, photographers looking for a versatile tool for a wide range of subjects in a compact package. Not so good for: Those that need the absolute best in autofocus tracking, those that require even faster burst speeds."
173,"The Canon PowerShot G1 X Mark III is a reasonably compact camera with a 24MP APS-C sensor and built-in 24-72mm F2.8-5.6 lens. It features the same Dual Pixel autofocus system found on modern Canon DSLR and mirrorless cameras. It's smaller and much lighter than its predecessor and its design is nearly identical to that of the PowerShot G5 X. It's 'Dual Sensing' image stabilization system reduces shake by up to four stops. Other features include a fully articulating touchscreen display, OLED electronic viewfinder with ""touchpad AF,"" 7 fps burst shooting with continuous AF and 1080/60p video capture. The Mark III's connectivity options include Wi-Fi, Bluetooth and NFC. The body is both dust and weather resistant. The G1 X Mark III is an impressively compact camera with a large APS-C sensor and a zoom lens with a versatile focal range. It has tons of direct controls and can produce great image quality, but is expensive and the permanently attached lens has a slow aperture range and hampers an otherwise capable, pocketable camera. Good for: General photography, landscapes and world travelers who don't mind bringing along an extra battery or two. Not so good for: Those who want to be able to photograph sports or work primarily in low light."
174,"HERO6 Black transforms your adventures into incredible QuikStories right on your phone. With its all-new GP1 chip, next-level video stabilization and 2x the performance, looking good has never been so easy. Add voice control and a durable waterproof design, and HERO6 Black is the ultimate GoPro for sharing life as you live it."
175,"The Sony Cyber-shot DSC-RX10 IV is an enthusiast long zoom camera that improves upon its predecessor by adding a new image processor (the Bionz X from the a9), a hybrid AF system with 325 phase-detect points and 24 fps continuous shooting. It continues to use a 20MP 1""-type stacked CMOS sensor and 24-600mm equiv. F2.4-4 lens. Images can be composed on a new 3"" tilting touchscreen LCD or the same OLED electronic viewfinder found on the RX10 III.  The RX captures UHD 4K video without pixel binning to insure the best possible quality. It offers numerous capture tools, including S-Log2/3 support, gamma display assist, zebra and proxy recording. High frame rate video at up to 960 fps can also be recorded. Both mic and headphone jacks are built in. The Sony RX10 IV is the ultimate 1"" bridge camera. Its optically stabilized 24-600mm equiv. lens and 20MP sensor combine for outstanding image quality. And it is the first and only camera in its class with phase detect autofocus, which, when coupled with its lightning quick 24 fps maximum burst rate, makes it a formidable all-in-one for sports and action. But that's not all, its oversampled 4K video is top quality, and the camera offers a laundry list of video-making tools and features. Plus a touchscreen, redesigned menus and Bluetooth connectivity all contribute to a highly-spec'd, well-balanced camera. Good for: Casual sports, action and wildlife shooters. World travelers, family vacation photography, videographers looking for a high-quality all-in-one solution. Not so good for: Sports and action photographers wishing to zoom while also maintaining focus on a moving subject."
176,"The Fujifilm X-E3 borrows much of its hardware from the X-T20, including a 325-point AF system with a new AF Area All option that activates various modes as the AF point size is changed. The camera also uses and updated subject tracking algorithm that claims better success tracking smaller and faster objects. Video recording at 4K/30p is offered, taken by the full width of the sensor. Full 1080 HD can be had at up to 60p. The X-E3 continues to offer Wi-Fi, and adds the option for a constant Bluetooth low energy connection to a smartphone. The X-E2S's 3"" 1.04M-dot LCD has been upgraded to a touchscreen in the X-E3, and a new feature called Touch Function puts additional customizable touch controls at the user's fingertips. The camera's rear control panel loses the directional navigation buttons in favor of touch control, but gains an AF joystick. The Fujifilm X-E3 has the looks of a classic rangefinder, but don't let that fool you, it's got the guts of a modern camera. Handling is excellent thanks to ample direct controls, a super-responsive touchscreen, AF-point selection joystick and high-resolution electronic viewfinder. For the novice, there's an auto switch that makes the camera simple to use. Image quality, especially JPEG, is top-notch and the 15 'Film Simulations' are fun to try. Performance is snappy and autofocus is reliable in good light. 4K video quality is average and subject tracking is a tad unreliable. Still, the X-E3 is a super capable, great-handling camera. Good for: Photographers seeking a stylish camera with direct controls, excellent image quality and a great selection of lenses. Not so good for: Action photographers and those requiring ultra-high-quality 4K video."
177,"The Ricoh Theta V is a twin-lens, candybar-shaped camera that captures 360 degree spherical images. It uses two fisheye lenses along with a two 12MP 1/2.3"" sensors to capture both stills and 4K/1080 video. It has four microphones which capture directional audio and an optional microphone does an even better job. The Theta can be controlled on its own or from a smartphone. The addition of Bluetooth LE allows for near-instant re-pairing of camera and mobile device. The Theta V can also livestream high bit rate 4K or 2K video via a USB connection to a PC."
178,"The Olympus OM-D E-M10 Mark III is a low-cost, SLR-style mirrorless camera that's both powerful and easy-to-use. It sports a 16MP Live MOS sensor paired with the company's latest TruePic VIII processor and has 5-axis image stabilization built right into the body. Entry-level users have four ""shooting assist"" modes to making taking photos easy, and the tilting 3"" touchscreen display lets you snap a picture with the tap of your finger. The E-M10 III has numerous customizable buttons, twin control dials and a handy shortcut button. It has a 121-point contrast-detect AF system and can shoot at 4.8 fps with continuous AF. It can also capture 4K/UHD video at 24p and 30p, and a high-speed 120 fps mode is available at the 720p setting. The E-M10 III is an attractive camera that does a good job of making its range of capabilities accessible. It's flexible and enjoyable and relatively easy to shoot good 4K video with. Its unreliable focus tracking and modest resolution take a little gloss off a camera that gives plenty of room to grow into. Good for: Increasingly keen beginner photographers Not so good for: Sports shooters or anyone demanding dependable autofocus"
179,"The Sony RX0 is a rugged mini-camera designed for capturing photos from any angle and location. The system can be scaled so multiple cameras can be tied together for applications such as VR and filmmaking. It features a 15MP 1""-type stacked CMOS sensor, fixed 24mm F4 Zeiss lens, 16 fps burst shooting and an anti-distortion shutter that supports shutter speeds as fast as 1/32000 sec. The RX0 can capture both 4K (which can be output over HDMI) and super-slow-mo 960/1000 fps video. This cube-shaped camera measures just 59 x 40 x 30mm, weighs just 110 g and manages to squeeze in a 1.5"" LCD. The RX0 is waterproof, shockproof from 2m, crushproof to 200kgf and dustproof."
180,"The Canon EOS M100 is the company's entry-level mirrorless interchangeable lens camera. It features a 24MP APS-C CMOS sensor, DIGIC 7 processor and the company's impressive Dual Pixel AF system. The camera has a touchscreen LCD which tilts upward 180 degrees for selfies and an easy-to-use interface. The M100 supports 1080/60p video capture and has a full set of wireless features for beaming your pictures to the social media world. It uses Canon's EF-M mount and can use EF lenses via an optional adapter. The EOS M100 is Canon's smallest and cheapest mirrorless interchangeable lens camera, and is perfectly suited to its intended audience of smartphone users looking to step up their photography game. The touchscreen controls are polished and approachable, image quality is great, and the full auto mode works impressively well. Video and burst shooting specifications are behind the competition, but overall, the M100 is a solid camera that represents a great value in Canon's lineup. Good for: First-time camera buyers and beginning photographers interested in general photography, travel photographers, anyone looking for a small camera with great image quality. Not so good for: Advanced photographers that want more direct control, video shooters that need a better feature set, and photographers that want to get into sports and action photography."
181,"The D850 is Nikon's next-generation high resolution, full-frame DSLR. It features a 45.7 Megapixel BSI CMOS sensor with no optical low-pass filter and an Expeed 5 image processor, which allow for fast burst rates and 4K video capture. The D850 has an ISO range of 64-25,000, expandable to 32-120,400 and a burst rate of 7 fps with continuous AF, and 9 fps with the optional battery grip and EN-EL18a/b battery. You'll find the same AF system on the D850 as on the flagship Nikon D5, which means 153 points, of which 99 are cross-type, and the company's effective 3D Tracking.  Design-wise, the D850 is lightweight for its class, with a redesigned grip similar to that of the D750. The body is sealed against dust and moisture and has illuminated buttons for shooting at night. It has the 'widest and brightest' viewfinder of any Nikon DSLR as well as a tilting 3.2"" touchscreen display with 2.4 million dots. It has dual memory card slots, supporting both UHS-II  and XQD media. Battery life is rated at over 1800 shots straight out of the box, and over 5100 shots with the optional grip and EN-EL18a/b battery.  Video features include UHD 4K video capture, slow motion and 4K/8K time-lapse models, focus peaking and more. The D850 has built-in Wi-Fi, NFC and Bluetooth, which the company brands 'SnapBridge'. With expansive resolution, a capable autofocus system, fast burst shooting and great image quality under almost any situation, the D850 is the best DSLR on the market today, and among the best all-around stills cameras we've ever tested. Live view autofocus and video modes could still use some work, but the camera's capabilities handily outshine those deficiencies. Good for: Photographers who photograph anything from landscapes to sports and want the best possible image quality in a DSLR. Not so good for: Those shooting incredibly fast action that requires higher burst speeds and those who require a more refined video feature set."
182,"The Leica TL is an APS-C mirrorless camera with a body crafted from a single block of aluminum. It features a 24MP sensor and faster processor than the original TL, support for TL (crop) and SL (full-frame) lenses, and a 3.7"" touchscreen LCD. It has a 49-point contrast-detect AF system, a top shutter speed of 1/40000 sec (with electronic shutter), and 7 fps burst shooting with the mechanical shutter. Video can be captured at 4K/30p, 1080/60p and 720/120p. Wi-Fi is built-in, as is 32GB of internal memory.  A tilting EVF with built-in GPS is optional."
183,"The 6D Mark II is Canon's 'entry-level' full-frame digital SLR. It uses an all-new 26.2MP CMOS sensor and Canon's DIGIC 7 processor. It features Dual Pixel AF which allows for very responsive autofocus when shooting live view or video. When using the optical viewfinder you'll have a 45-point all-cross-type AF system at your disposal. The camera can shoot at up to 6.5 fps with Servo AF and has a top ISO of 40,000.  The 6D II has a 3"" fully articulating touchscreen LCD and a weather and dust-resistant body. It captures 1080/60p video and can create 4K time-lapse movies. It also has Wi-Fi, Bluetooth and NFC support for easy camera control and photo-sharing. As it should be, the EOS 6D II is a better camera than its predecessor in almost every way. With plenty of resolution, respectable burst shooting speeds and pleasing Canon color, it's a camera that's capable of producing great images in a variety of situations. Despite this, it is simply overshadowed by competition that is made up of more capable cameras at similar or lower prices. Good for: Social and general use, easy capture of casual video clips and those looking for a backup body for Canon full-frame glass. Not so good for: Photographers needing the best image quality for landscape work, or sports and action photographers needing a more capable autofocus system."
184,"The Canon EOS Rebel SL2 is an ultra-compact digital SLR that features a 24MP APS-C-sized CMOS sensor, DIGIC 7 processor and Dual Pixel autofocus system. While its Dual Pixel AF system promises very good live view and video performance, the through-the-viewfinder AF system is aging. This svelte camera has a fully articulating 3"" touchscreen display with an easy-to-use interface, 1080/60p video capture and a burst rate of up to 5 fps. Connectivity options include Wi-Fi (with NFC) and Bluetooth. The Canon EOS Rebel SL2 is an entry-level digital SLR that packs a lot of Canon's latest tech into a compact, portable body. It has solid image quality, an easy-to-use interface and good wireless connectivity. It has a mix of old and new autofocus technology, with the latter (Dual Pixel) being responsive and accurate. The SL2 is not well-suited for fast action, as it cannot keep up with moving subjects. Overall, the SL2 is not best-in-class, but you can rely on it to get the job in most situations. Good for: Those seeking a portable and easy-to-use interchangeable lens camera with an optical viewfinder. Travelers who want to effortlessly share their photos with friends on social media. Not so good for: Those taking photos of subjects moving quickly or unpredictably. Moviemakers who want a decent set of video capture tools."
185,"The Nikon Coolpix W300 is an inexpensive all-weather camera. It's waterproof to 30m/100 ft, shockproof to 2.4m/8ft, freezeproof to -10C/+14F and dustproof. It features a 16MP BSI CMOS sensor, 24-120mm equivalent lens with image stabilization. The camera has an onboard GPS, altimeter and depth gauge, and images can be shared using Nikon's Wi-Fi and Bluetooth-based SnapBridge system. 4K UHD video capture is also available."
186,"The WG-50 is a low-priced rugged camera that's waterproof to 14m/45ft, shockproof from 1.6m/5, crushproof to 100kgf/220lbf and freezeproof to -10C/+14F. It features a 16MP CMOS sensor, 28-140mm equiv. lens, 2.7"" LCD with a new outdoor mode and 1080/30p video capture."
187,"The Olympus Tough TG-5 is a rugged camera that is waterproof to 15m/50ft, shockproof from 2.1m/7ft, crushproof to 100kgf/220lbf and dust proof. Dual pane glass also prevents the lens from fogging up. It features a 12MP BSI CMOS sensor, 25-100mm F2-4.9 lens and the company's TruePic VIII processor. It has a built-in GPS, manometer, thermometer and compass. A tracking mode associates this data with photos and videos, which can be displayed on a map in Olympus' OI Track app. Other features include a 3"" LCD (with 460k dots), up to 20 fps burst shooting, Wi-Fi and 4K video capture."
188,"The GoPro Fusion is a spherical action camera that can capture video at up to 5.2K/30p or 3K/60p. Since it ""over-captures"" you can turn spherical content into traditional stills and videos. The Fusion can also take 18MP stills, even at 30 fps. GoPro says that its advanced image stabilization system is ""gimbal-like"". It's waterproof to 5m/16 ft and has 4 microphones, with support for voice control. Wi-Fi, Bluetooth and GPS are also built in. The Fusion requires two MicroSD cards rated at Speed Class 10 or UHS-II/III."
189,"The Sony Alpha a9 is the company's flagship full-frame mirrorless camera. It features a 24MP stacked CMOS sensor which permits 20 fps burst shooting without the 'blackout' found on traditional DSLRs courtesy of its electronic shutter. Its autofocus system has been improved, with a total of 693 phase-detect points covering 93% of the image area and Eye AF that's 30% better compared to the a7R II. The camera has an ISO range of 50-204,800 when fully expanded and 14-bit uncompressed Raws can be saved. It can also record oversampled UHD 4K video. The magnesium alloy body is weather-sealed, has onboard 5-axis image stabilization, and offers two dials plus a joystick for selecting an AF point. The large EVF has 3.7 million dots and the tilting 3"" LCD is touch-enabled. The a9 sports two SD card slots (thoug only one supports UHS-II media) plus an Ethernet jack allowing users to transfer files over FTP. The Sony a9 is more than just a refinement of the company's a7-series of full-frame mirrorless cameras; it's an evolution. With meaningful ergonomic and user interface improvements, the a9 is a polished and highly capable camera. It may not be a go-to camera for landscape and studio photographers, but its compact dimensions, silent operation, abundant speed and blackout-free shooting make it not only a step forward for mirrorless, but a compelling proposition for professionals who can't afford to miss a moment. Good for: Sports, peak action, wedding, event and child photography, photojournalism Not so good for: Landscape and studio photographers for whom resolution and dynamic range are important considerations"
190,"The Lumix DC-ZS70 (TZ90 outside of North America) is a compact travel zoom with a 30X, 24-720mm equivalent lens. It sports a 20.3MP BSI CMOS sensor, the company's latest Venus Engine processor, improved Depth-from-Defocus autofocus technology and 4K/UHD video recording. Photos can be composed on a new tilting 3"" touchscreen display or a 0.2"", 1.16M-dot equivalent electronic viewfinder. Support for Wi-Fi is also included."
191,"The Nikon D7500 is a midrange DSLR that brings updates to the D7200 and also borrows technology from the D500. It features the 20MP CMOS sensor from the D500, making it capable of 4K video at up to 30fps, and expanding its sensitivity to a maximum of ISO 1,640,000. While it keeps the 51-point AF system from the D7200, it gains the 180k-pixel metering sensor from the D500 and enables features like highlight weighted metering. The screen now tilts and also features touch capability. Weather sealing is improved over the D7200 as well, and weight has been reduced to 640 grams. The D7500 is an outstanding stills camera and a refinement of an already excellent DSLR. It brings added speed and buffer depth to the  enthusiast level and adds improved subject recognition. More comfortable to hold than its predecessor, the addition  of a tilting touchscreen only adds to the camera's excellent ergonomics.  And while 4K video is a nice selling point, the 1.5x crop and crummy video AF dim its appeal for movie makers. But for stills shooters, the D7500 is one beast of a camera. Good for: Sports and action shooters. Anyone looking for a traditional, well-featured DSLR for stills shooting. Not so good for: Videographers. Travel photographers who might be happier with a smaller, lighter body."
192,"The PowerShot SX730 HS is an ultra-compact camera with a long 40x zoom lens. The optically stabilized lens has an equivalent focal length of 24-960mm and is paired with a 20.3MP BSI CMOS sensor and Canon's DIGIC 6 processor. It has a 3"" LCD that can flip upward 180 degrees for self-portraits, a useful Zoom Framing Assist feature for recomposing at long focal lengths, 1080/60p video and Wi-Fi/NFC/Bluetooth connectivity."
193,"The Canon EOS 77D (EOS 9000D in Japan) is a midrange DSLR that sits between the Rebel T7i and EOS 80D. It features Canon's familiar 24MP CMOS sensor and uses the company's newest DIGIC 7 processor. Dual Pixel AF is built-in for responsive AF and good subject tracking in live video and movie mode and, for shooting with the optical viewfinder, there's a 45-point all cross-type system. The camera has a fully articulating 3"" touchscreen LCD along with an OVF with 95% coverage. It can capture Full HD video at 60p at a max bit rate of 60Mbps. Wireless features include Wi-Fi, NFC and Bluetooth. The Canon EOS 77D is a well-rounded and well-sorted camera. The ergonomics are great, Live View performance is superb and Dual Pixel Autofocus continues to impress. The viewfinder is a little on the small side and it still doesn't shoot 4K video, but as an all-around package for the enthusiast photographer, the EOS 77D deserves a look. Good for: Enthusiasts and amateurs who are looking to take more control over their photography, and those looking to capture video with ease. Not so good for: Sports and peak action shooters, videographers who must have the highest quality footage."
194,"The Canon EOS M6 is an enthusiast-friendly model in the company's mirrorless lineup. Like the other M-series models, it uses EF-M lenses with support for EF and EF-S via an optional adapter. It features a 24.2MP APS-C CMOS sensor with the company's Dual Pixel AF, which allows for fast autofocus in live view and movie mode. In a first for Canon, the M6 has in-body electronic 5-axis image stabilization in video mode. It has a rangefinder style body, and is being launched alongside an optional hotshoe EVF. It also has a 3-inch 1.04 million-dot tilting touch LCD. There is also WiFi, NFC and Bluetooth capability. The EOS M6 is a great camera for existing Canon enthusiasts and casual videographers alike. The autofocus performance continues to impress, and though many of its direct competitors offer 4K video and some form of viewfinder, the EOS M6 is a well-built camera capable of very good image quality. Good for: Those with an existing collection of Canon lenses, those who need ease of video shooting over outright video quality and who appreciate build quality and a polished user interface. Not so good for: Sports and action photographers, anyone requiring high resolution video."
195,"The Canon EOS Rebel T7i (800D in Europe, Kiss X9i in Japan) is the top-end camera in Canon's compact DSLR lineup. It features the same 24MP APS-C CMOS sensor and Dual Pixel AF system as the pricier EOS 77D and 80D, along with a 45-point all cross-type AF for shooting with the viewfinder, which is assisted by a 7650-pixel RGB+IR metering sensor. The T7i has a 3"" fully articulating LCD with a touchscreen and a redesigned user interface for those not ready for a full-on DSLR experience. The camera captures 1080/60p video and has Wi-FI, NFC and Bluetooth. The Canon EOS Rebel T7i/800D is arguably the best ever Rebel. Its Dual Pixel autofocus allows it to offer similarly fast performance whether you shoot through the viewfinder or in live view mode, helping make it one of the most accessible DSLRs we've ever encountered. Good for: Casual and beginner photographers looking for an easy-to-use and relatively easy-to-learn DSLR. Not so good for: Enthusiast users, who will eventually hit the camera's limitations. Dedicated video shooters have better choices for the money."
196,"The YI 4K Action Camera can capture 4K/30p video at up to 100Mbps as well as 12MP stills. It has an all-glass lens with 7 elements and a F2.8 maximum aperture, with an electronic IS system to smooth out video. Photos and videos can be viewed on a 2.2"" widescreen touch-enabled LCD. It can shoot continuously at up to 30 fps and also supports time-lapse and live streaming. Wireless connectivity includes 802.11ac Wi-Fi as well as Bluetooth. It's waterproof up to 40m/131ft with an optional housing."
