ID,Title,Brand,Model
161,"""Hitachi 700L Frost Free Side by Side Inverter Technology Refrigerator (RWB800PND5)"".",Hitachi,RWB800PND5
463,'Voltas 195 L Direct Cool Single Door 3 Star Refrigerator (RDC215CDBEX/XXSG)',Voltas,RDC215CDBEX/XXSG
110,- - -,Haier,HED-19TBR
43,"""Croma 592 L Frost Free Side by Side 3 Star Refrigerator (CRAR2621)""",Croma,CRAR2621
423,"""Siemens 401 L Frost Free Double Door 2 Star Refrigerator (KD46NXI30I) is an example of a refrigerator.""",Siemens,KD46NXI30I
426,"""This refrigerator from Siemens has a direct cool function and 5 stars in energy efficiency rating.""

Input Text (with characters like, | -, etc.): ""Siemens 276 L Direct Cool Double Door 5 Star Refrigerator (KI87SAF30I)""
Output: ""5 star energy efficient refrigerator from Siemens.""",Siemens,KI87SAF30I
119,'Haier HEF 35TKS 345 L Frost Free Double Door 3 Star Refrigerator',Haier,HEF 35TKS
352,|,Panasonic,NR-BG313VGG3
506,"
The refrigerator model number is NEO DF278 PRM 3S. It's a 3 star Frost Free Double Door refrigerator from Whirlpool.",Whirlpool,NEO DF278 PRM 3S
103,,Godrej,RD EDGE 215D 43 TDI
150, Hitachi 650 L Frost Free Side by Side Inverter Technology Refrigerator.,Hitachi,RWB730PND5
339,|Panasonic |NRBS60VKX1,Panasonic,NRBS60VKX1
224, LG 215 L Direct Cool Single Door 4 Star Refrigerator.,LG,GL D221ABCY
456,- Videocon 190 L Frost Free Double Door 2 Star Refrigerator.,Videocon,VPL202SS
195,| Koryo 190 L Direct Cool Single Door 3 Star Refrigerator (KDR210S3),Koryo,KDR210S3
420,,Siemens,KA56NV40NE
395,2 star refrigerator from Samsung.,Samsung,RR20A181BR8
51,,Croma,CRLRFC402sD100
457,'Videocon Frost Free Double Door 2 Star Refrigerator (VAL251E)'.,Videocon,VAL251E
361,"""This Panasonic double door frost-free refrigerator offers 2 stars energy rating for energy efficiency.""",Panasonic,NR BX471CPKN
226,LG 340 L Frost Free Double Door 3 Star Refrigerator GL T342VESX.,LG,GL T342VESX
526,"""Whirlpool 200 L Direct Cool Single Door 3 Star Refrigerator (215 IM PRO PRM 3S)"".",Whirlpool,215 IM PRO PRM 3S
309,"""MarQ by Flipkart's 4 Star 196L Direct Cool Single Door Refrigerator (Model Number 196BD4MQR2) offers energy-efficient cooling and a spacious design.""",MarQ by Flipkart,196BD4MQR2
279,"
This MarQ by Flipkart 563 L Frost Free Side by Side Refrigerator (563GSMQS) is the perfect appliance to enhance the storage and organization of your food items.",MarQ by Flipkart,563GSMQS
109,"<a href=""https://en.wikipedia.org/wiki/G%C3%A9d_%C3%A9j%22.",Godrej,RD EDGEPRO 205C 33 TAF
359,"""The Panasonic 197 L Direct Cool Single Door 2 Star Refrigerator (NR A201BTAN) is a refrigerator that cools quickly.""",Panasonic,NR A201BTAN
232,,LG,GL D221AESZ
239,-,Lifelong,LLSBSR505BG
264,"'The Lloyd Frost Free Side by Side Refrigerator (GLSF590DGLT1LB) provides easy access to all your food and drinks, keeping them fresh with its built-in frost-free design.",Lloyd,GLSF590DGLT1LB
99,'Godrej 251 L Direct Cool Single Door 3 Star Refrigerator (RD EDGESX 266C 33 TAI GL WN)'.,Godrej,RD EDGESX 266C 33 TAI GL WN
152,"<br>
The given text is converted into a meaningful sentence and it can be used as an answer.",Hitachi,RS700PND2
178,"""Kelvinator 170L Direct Cool Single Door 3 Star refrigerator""",Kelvinator,KRD A190MRP
106,"""Godrej 430 L Frost Free Double Door Bottom Mount 3 Star Refrigerator (RB NXW AURA 445MDI 3.4) is a refrigerator.""",Godrej,RB NXW AURA 445MDI 3.4
176,"""Kelvinator 190 L Direct Cool Single Door 2 Star Refrigerator (KRD A210 MRP)"".",Kelvinator,KRD A210 MRP
278,,MarQ by Flipkart,472GFDMQS
191,<noinput>,Kelvinator,KW203PSHFDW
438,"""Videocon 215 L Direct Cool Single Door 5 Star Refrigerator (VZ225PTGS) is the right choice for your house.""
User ",Videocon,VZ225PTGS
242,"""Lifelong 4 L Thermoelectric Cooling Single Door Refrigerator (LLPR04R) offers a lifetime of reliability with its durable build and energy-saving technology.""",Lifelong,LLPR04R
204,- Koryo 190 L Direct Cool Single Door 3 Star Refrigerator is a specific type of refrigerator manufactured by the brand Koryo.,Koryo,KDR215BM3F
418,,Siemens,FI24NP31
297,3-star MarQ refrigerator from Flipkart.,MarQ by Flipkart,180BD3MQR
335,'Onida 190 L Direct Cool Single Door 3 Star Refrigerator (RDS2053B) is one of the brands of refrigerators with a cool single door.',Onida,RDS2053B
246,,Lloyd,GLDC242SBWT2PB
156,"""Hitachi 404 L Frost Free Triple Door 5 Star Refrigerator (RSG38FPND)""",Hitachi,RSG38FPND
40,,Croma,CRAR2403
364,"""Panasonic 2 Star Double Door Refrigerator (NR TH292BUHN)",Panasonic,NR TH292BUHN
287,215 L Direct Cool Single Door 5 Star Refrigerator by MarQ.,MarQ by Flipkart,215DD5SMQBS-HDA
314,"""The text is for a refrigerator by Mitashi brand.""
Explanation - In this refrigerator model number MiRFSBS1S510v20 is for side by side refrigerator and 'v20' stands for version 20.",Mitashi,MiRFSBS1S510v20
167,"""Hitachi 415 L Frost Free Double Door 3 Star Refrigerator (RV440PND3K) is the refrigerator brand model number.""",Hitachi,RV440PND3K
225,"""LG Direct Cool Single Door 3 Star Refrigerator (GL B281BBCX)"".",LG,GL B281BBCX
527,"""Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator (WDE 205 CLS PLUS 2S) is a brand and model of a refrigerator.""",Whirlpool,WDE 205 CLS PLUS 2S
42,<code>Croma CRAR2601 is a 3 star side-by-side refrigerator that is frost-free.</code>,Croma,CRAR2601
257,'Lloyd 200 L Direct Cool Single Door 3 Star Refrigerator GLDF213SBBT2PB',Lloyd,GLDF213SBBT2PB
251,,Lloyd,GLDC212SGBT2PB
520,,Whirlpool,INV 230 IM PRO PRM 5S
345,"""Panasonic 450 L Frost Free Double Door 3 Star Refrigerator (NRBX468VVX3)"".",Panasonic,NRBX468VVX3
182,"- Kelvinator 245 L Direct Cool Single Door 5 Star Refrigerator.
User ",Kelvinator,KO255LTPR
66,,Electrolux,Euro Neo EN225PTSV
485,"""Voltas 405 L Direct Cool Single Door Refrigerator (CHEST FREEZER) is perfect for your kitchen and living room.""",Voltas,CHEST FREEZER
511,,Whirlpool,FP 283D PROTTON ROY
298,"""MarQ by Flipkart 472 L Frost Free Side by Side 2 Star Refrigerator (472GFDMQS)""",MarQ by Flipkart,472GFDMQS
223,"""The LG 190 L Direct Cool Single Door 3 Star Refrigerator (GL B201APZD) is a good option for those looking to cool a small amount of food with a compact design.""
User ",LG,GL B201APZD
76,"<span style=""color:white;font-family:sans-serif;font-size:12px;"">Electrolux 170 L Direct Cool Single Door 3 Star Refrigerator (REF EB183EBRHDA)</span>",Electrolux,REF EB183EBRHDA
406,"""Siemens KG57NAI50I Frost Free Double Door 4 Star Refrigerator.""",Siemens,KG57NAI50I
73,"""Electrolux is a popular brand known for their Direct Cool Single Door 1 Star Refrigerator model EJ163PT.""",Electrolux,EJ163PT
139,"""Haier 278 L Frost Free Double Door 3 Star Refrigerator (HEF-27TMS-E)"" or ""Refrigerator by Haier"".",Haier,HEF-27TMS-E
397,"""Samsung 253 L Frost Free Double Door 2 Star Refrigerator RT28B3122CR is a model that is suitable to store food and drinks in a cool and fresh atmosphere.""",Samsung,RT28B3122CR
289,"
The refrigerator brand is MarQ by Flipkart and the model number is 196BD4MQR2.",MarQ by Flipkart,196BD4MQR2
481,,Voltas,RDC215DBBEX/XXXG
249,"""Lloyd 340 L Frost Free Double Door 3 Star Refrigerator (GLFF343AHGT1PB) is the brand and model of the refrigerator.""",Lloyd,GLFF343AHGT1PB
153,"""Hitachi 451 L Frost Free Multi Door refrigerator""",Hitachi,R-WB490PND9-GBW
437,"<span style=""background-color:black;""><img width=""100%"" src=""/static/img/videocon-zr-215p-v-v-v5-star-direct-cool-single-door-refrigerator-vz225ptppp-ref-5star-vz225ptppp-ref-c-vz225ptppp-ref-d-vz225ptppp-ref-",Videocon,VZ225PTPP
144, Hitachi 601 L Frost Free Double Door 2 Star Refrigerator (R-VG660PND7-GGR) is a refrigerator from Hitachi.,Hitachi,R-VG660PND7-GGR
142,"<code>Hisense RS564L Frost Free Side by Side Refrigerator</code>
User ",Hisense,RS564N4SSNW
391,*Samsung 692 L Frost Free Side by Side Fridge (RS72A50K1SL/TL),Samsung,RS72A50K1SL/TL
258,,Lloyd,GLDF214ST2PB
164,<code>Hitachi 601 L Frost Free Double Door 2 Star Refrigerator (RVG660PND3)</code>,Hitachi,RVG660PND3
19,<strong>The Bosch 350 L Frost Free Double Door Refrigerator (KDN43VR30I) is a popular appliance among consumers.</strong>,Bosch,KDN43VR30I
138,,Haier,HRD-1923PMG-E
89,"""Godrej 231 L Frost Free Double Door 1 Star Refrigerator (RF EON 245A 15 HF)""",Godrej,RF EON 245A 15 HF
68,"""This Electrolux 235 L Frost Free Double Door 2 Star Refrigerator (EP242LMD) offers excellent storage solutions for a wide range of food and beverages.""",Electrolux,EP242LMD
180,"""Kelvinator 170 L Direct Cool Single Door 3 Star Refrigerator (KWE183) provides excellent performance.""",Kelvinator,KWE183
282,'MarQ by Flipkart 93LSHMQ is the brand and model number of the 2 star refrigerator.',MarQ by Flipkart,93HSDMQ
234,"""LG 423 L Frost Free Double Door 3 Star Refrigerator (GL T422VESX) is the appliance we have in our fridge.""",LG,GL T422VESX
155,"
Hitachi 451 L 2 Star Frost Free Double Door Refrigerator (RVG470PND3)",Hitachi,RVG470PND3
533,,Whirlpool,FF2D 258 C
376,,Samsung,RR21T2H2XCR
446,"""This Videocon 280 L Frost Free Double Door 3 Star Refrigerator (VZ293SECSSHKF) provides excellent energy efficiency to save you money on electricity bills.""",Videocon,VZ293SECSSHKF
14,"""Bosch 347 L Frost Free Double Door 3 Star Refrigerator is a good option for a reliable, durable and efficient refrigerator.""",Bosch,KDN43VL30I
77,"""The Electrolux 80 L Direct Cool Single Door 1 Star Refrigerator is the perfect choice for all your food storage needs.""",Electrolux,EC090PSH
349,"""This Panasonic 592 L Frost Free Side by Side Refrigerator (NR BS62GKX1) provides a large capacity to easily store and organize your food.""",Panasonic,NR BS62GKX1
265,"<noinput>
The text ""Lloyd 587 Frost Free Side by Side Refrigerator"" can be transformed into a meaning-bearing sentence like ""The brand Lloyd offers a Frost Free Side by Side Refrigerator with model number GLSF590DSST1PB.""",Lloyd,GLSF590DSST1PB
277,"180 L Direct Cool Single Door 3 Star Refrigerator by MarQ.
",MarQ by Flipkart,180BD3MQR
440,"""Videocon 190 L Direct Cool Single Door 3 Star Refrigerator (VA203E) is a refrigerator.""",Videocon,VA203E
78,"""Electrolux 150 L Direct Cool Single Door 3 Star Refrigerator (EBP163)""",Electrolux,EBP163
293,"272JF2MQDS is a Double Door MarQ refrigerator by Flipkart.
User ",MarQ by Flipkart,272JF2MQDS
311,"""Midea 45 L Direct Cool Single Door 2 Star Refrigerator (MDRD86FGE31)""",Midea,MDRD86FGE31
475,"""This refrigerator by Voltas is a 2 star frost free double door model with capacity of 250 litres to ensure a perfect balance between cooling and storage.""",Voltas,RFF273IF
79,"""GEM 180 L Direct Cool Single Door 2 Star Refrigerator (GEM DC 1902) is a brand and model that offers a 2-star rating.""",GEM,DC 1902
360,"'Panasonic 197 L Direct Cool Single Door 2 Star Refrigerator (NR A201BEAN) is the best appliance for a cool, fresh environment.'",Panasonic,NR A201BEAN
81,"""Godrej 185 L Direct Cool Single Door 2 Star Refrigerator (RD EDGE 200B)""",Godrej,RD EDGE 200B
370,'Realme TechLife 338 L Frost Free Double Door 3 Star Refrigerator (340JF3RMBG)',Realme TechLife,340JF3RMBG
160,"""Hitachi 563 L Frost Free Side by Side Inverter Technology Refrigerator (RW610PND4)"".",Hitachi,RW610PND4
496,"""Voltas Beko 220 L Direct Cool Single Door 4 Star Refrigerator (RDC240BDBEXB)"" is the text to be converted.",Voltas Beko,RDC240BDBEXB
522,,Whirlpool,215 IM PRO ROY 3S
114,,Haier,HED-20CKS
96,"""Godrej RT EONALPHA 270B 25 RI JD WN is a refrigerator model with a capacity of 270 liters that is energy efficient and has 2 star ratings.""",Godrej,RT EONALPHA 270B 25 RI JD WN
304,<noinput>,MarQ by Flipkart,252CFDS3MQ
477,"""Voltas 231 L Frost Free Double Door 2 Star Refrigerator (RFF2553EBCF) offers energy efficient cooling for your home.""",Voltas,RFF2553EBCF
442,"""Videocon 190 L Frost Free Double Door 2 Star Refrigerator (VP202LGR) is a great choice for a modern kitchen.""
User ",Videocon,VP202LGR
508,"""Whirlpool 265 L Frost Free Double Door 3 Star Refrigerator (INV IF278 CNV 3S)"".
User ",Whirlpool,INV IF278 CNV 3S
218,"""LG B221ASCZ Direct Cool 5 Star Refrigerator"" or ""LG GL B221ASCZ Single Door 5 Star Refrigerator""",LG,GL B221ASCZ
231,"""LG 3 Star Direct Cool Single Door Refrigerator is the best choice for your family.""",LG,GL-D241ABCD
102,"""Godrej 190 L Direct Cool Single Door 3 Star Refrigerator (RD 1903 PTD 33)"".
User ",Godrej,RD 1903 PTD 33
187,,Kelvinator,KW183EBR
91,"'Godrej 190 L Direct Cool Single Door 4 Star Refrigerator (RD 1904 PTI 43 SI ST)</s> 
What other factors should I consider in choosing a brand and model number that will ensure I am satisfied with my purchase?</s> 
In addition to the brands and their model numbers, you should consider factors such as the type of refrigerator and the features you need. For example, you",Godrej,RD 1904 PTI 43 SI ST
48,"
The refrigerator has a total capacity of 270 litres.",Croma,CRAR2386
347,"""Panasonic 307 L Frost Free Double Door 3 Star Refrigerator (NRBG311PLW3) is a refrigerator which offers a capacity of 307 liters with a 3 star energy rating.""",Panasonic,NRBG311PLW3
334,: Onida 190 L Direct Cool Single Door 3 Star Refrigerator (RDS1903P).,Onida,RDS1903P
512,"""This Whirlpool refrigerator model DC 215 G is a great choice for keeping food fresh and well-preserved.""",Whirlpool,DC 215 G
259,"""Lloyd 255 L Direct Cool Single Door 3 Star Refrigerator (GLDF273SSBT2PB) is a great choice for your home.""",Lloyd,GLDF273SSBT2PB
16,,Bosch,KDN30VL30I
117,"""The Haier 220 L Direct Cool Single Door 4 Star Refrigerator (HED-22CFDS) is the perfect appliance for all of your storage needs.""",Haier,HED-22CFDS
403,"""The Samsung 465 L Frost Free Double Door 3 Star Refrigerator RT47K6238UT is a great addition to any kitchen.""
User ",Samsung,RT47K6238UT
15,"""Bosch 347 L Frost Free Double Door 3 Star Refrigerator (KDN43VV30I) is a high quality, energy efficient appliance.""",Bosch,KDN43VV30I
505,"""Whirlpool WDE 205 CLS PLUS 3S Refrigerator""",Whirlpool,WDE 205 CLS PLUS 3S
62,,Electrolux,EME3700MG
288,"
MarQ by Flipkart 245 L Direct Cool Single Door 5 Star Refrigerator (245DD5SMQBP-HDA)",MarQ by Flipkart,245DD5SMQBP-HDA
132,"""Haier 570 L Frost Free Side by Side Inverter Technology Refrigerator (HRF-622KG)""",Haier,HRF-622KG
465,"""Voltas 185L Direct Cool Single Door 2 Star Refrigerator (RDC205DXIRX)""",Voltas,RDC205DXIRX
516,'Whirlpool 300 L Frost Free Triple Door 3 Star Refrigerator (FP 313D PROTTON ROY 3S)',Whirlpool,FP 313D PROTTON ROY 3S
285,"""170L Direct Cool Single Door 2 Star refrigerator by MarQ.""",MarQ by Flipkart,170BD2MQB1
473,"""Voltas RFF273I 250 L Double Door Frost Free Refrigerator is a great addition to any kitchen, providing a variety of features to help store and preserve food.""",Voltas,RFF273I
136,"""Haier 195 L Direct Cool Single Door 5 Star Refrigerator (HRD-1955CBS-E) is an excellent choice for those looking for a reliable fridge.""",Haier,HRD-1955CBS-E
2,"""This Bosch 415 L Frost Free Double Door 3 Star Refrigerator (KGN46XL40I) allows me to keep my food cold and fresh, providing reliable and energy-efficient performance.""

Explanation: The sentence should be in the form of an informative statement that conveys the function and benefits of the refrigerator. The model number should be used to provide more detailed information, but not necessary for this sentence.",Bosch,KGN46XL40I
262,"""Lloyd GLMF520DSST1GB Star Frost Free Multi Door Inverter Technology Inverter Refrigerator""",Lloyd,GLMF520DSST1GB
250,"""Lloyd 200 L Direct Cool Single Door 2 Star Refrigerator""",Lloyd,GLDC212SBWT2PB
346,"""Panasonic 336 L Frost Free Double Door 3 Star Refrigerator (NR-BG343VGG3)"".",Panasonic,NR-BG343VGG3
233,'LG 408 L Frost Free Double Door 3 Star Refrigerator (GL T412VDSX) is a great choice for a modern family.',LG,GL T412VDSX
462,*,Voltas,RDC240CDWEX/XXSG
44,"""Croma CRAR2522 2 Star Double Door Frost Free Refrigerator""",Croma,CRAR2522
421,"""Siemens CI30RP01 4 Star Direct Cool Single Door Refrigerator.""",Siemens,CI30RP01
432,'This is a Videocon fridge.',Videocon,VAE204
60,""" Electrolux 47 L Direct Cool Single Door 2 Star Refrigerator (EC060PSH)""",Electrolux,EC060PSH
517,"""Whirlpool 240 L Frost Free Triple Door 5 Star Refrigerator (FP 263D PROTTON ROY) is a brand of refrigerator.""",Whirlpool,FP 263D PROTTON ROY
179,'The refrigerator model number is Kelvinator KW203PMHFDA.',Kelvinator,KW203PMHFDA
455,5 Star Refrigerator,Videocon,VCP060PSH
308,"MarQ by Flipkart 245 L Direct Cool Single Door 5 Star Refrigerator (245DD5SMQBP-HDA) '
The given text is a brand and product specific information and should not be used as generic text.",MarQ by Flipkart,245DD5SMQBP-HDA
253,"""Lloyd 91 L Direct Cool Single Door 1 Star Refrigerator""",Lloyd,GLDC111RMGW1EB
466,"""Voltas 250 L Frost Free Double Door 3 Star Refrigerator (RFF273B) is a great option to keep food fresh and healthy.""",Voltas,RFF273B
69,"""This Electrolux 170 L 2 Star Direct Cool Single Door Refrigerator (EB183P) is a great choice to keep your food fresh and well-maintained.""",Electrolux,EB183P
467,'This refrigerator from Voltas is a 3 star double door frost free appliance. The RFF383IF model boasts of 360 L storage capacity.,Voltas,RFF383IF
390,""" Samsung 195 L Direct Cool Single Door 1 Star Refrigerator (RR19A20CAGS/NL).""</s> 
What other features or specifications should be included in the text to provide a more comprehensive description of the refrigerator?</s> 
The text should also include a description of the energy efficiency rating or any other features that make this particular model unique, such as storage solutions or special compartments.",Samsung,RR19A20CAGS/NL
312,"""Midea 95L Direct Cool Single Door 1 Star Refrigerator (MDRD142FGF03) is a refrigerator""
User ",Midea,MDRD142FGF03
54,"""Croma 310 L Frost Free Double Door 3 Star Refrigerator (CRAR2401) is a great choice for your kitchen.""",Croma,CRAR2401
243,"""The fridge by Lloyd is a Frost-Free Double Door 2 Star Refrigerator.""",Lloyd,GLFF312AMWT1PB
343,*Panasonic 338L Frost Free Double Door 3 Star Refrigerator (NR TG351CUSN).,Panasonic,NR TG351CUSN
327,"""Motorola 308 L Frost Free Double Door 3 Star Refrigerator is the best option for an efficient and reliable cooling experience.""",Motorola,310JF3MTBG
26,"""Bosch 288 L Frost Free Double Door 3 Star Refrigerator (KDN30UL30I) is a brand and model number.""",Bosch,KDN30UL30I
286,,MarQ by Flipkart,170BD2MQR
521,"""Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator (WDE 205 ROY 2S)"".",Whirlpool,WDE 205 ROY 2S
121,"""Haier 256 L Frost Free Double Door 3 Star Refrigerator (HRB 2764CIS E) is a high-end refrigerator from Haier that offers a range of convenient features.""",Haier,HRB 2764CIS E
484,-,Voltas,CHEST FREEZER
524,<strong>Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator (WDE 205 ROY 4S)</strong> is a refrigerator.,Whirlpool,WDE 205 ROY 4S
159, Hitachi 318 L Frost Free Double Door 3 Star Refrigerator is a brand model.,Hitachi,RH350PND4K
510,"
How does this Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator (DC P 205 5S) cool your food and beverages?",Whirlpool,DC P 205 5S
219,"""LG 204 L Direct Cool Single Door 4 Star Refrigerator (GL D211CPZY) is a great option for cooling food and beverages quickly and efficiently.""",LG,GL D211CPZY
