ID,Title,Brand,Model
3355,"Minox DC 6211 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Minox,DC 6211
3356,"Minox DC 5222 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Minox,DC 5222
3357,"Minox DC 8111 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Minox,DC 8111
3358,"Minox Classic Leica M3 4MP comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Minox,Classic Leica M3 4MP
3359,"Minox Classic Leica M3 5MP comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Minox,Classic Leica M3 5MP
3360,"Minox DC 6311 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Minox,DC 6311
3361,"Minox DC 4211 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Minox,DC 4211
3362,"Minox DD100 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Minox,DD100
3363,"Minox Rolleiflex MiniDigi comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Minox,Rolleiflex MiniDigi
3364,"Minox DD200 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Minox,DD200
3365,"Minox Classic Leica M3 3MP comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Minox,Classic Leica M3 3MP
3366,"Minox DC 4011 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Minox,DC 4011
3367,"Minox DC 5211 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Minox,DC 5211
3368,"Minox DD1 Diamond comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Minox,DD1 Diamond
3369,"Minox DC 2133 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Minox,DC 2133
3370,"Minox DD1 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Minox,DD1
3371,"Minox DC 2122 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Minox,DC 2122
3372,"Minox Classic Leica M3 2.1 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Minox,Classic Leica M3 2.1
3373,"Minox DC 3311 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Minox,DC 3311
3374,"Minox DC 1311 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Minox,DC 1311
3375,"Minox DC 2111 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Minox,DC 2111
3376,"Nokia Lumia 1020 comes with a  8.64 x 6 mm CMOS sensor, which has a diagonal of  10.52 mm (0.41"") and a surface area of 51.84 mm².",Nokia,Lumia 1020
3377,"Nokia 808 PureView comes with a  10.82 x 7.52 mm CMOS sensor, which has a diagonal of  13.18 mm (0.52"") and a surface area of 81.37 mm².",Nokia,808 PureView
3378,"Praktica Luxmedia 16-Z24S comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 16-Z24S
3379,"Praktica Luxmedia 18-Z36C comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 18-Z36C
3380,"Praktica Luxmedia 16-Z52 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 16-Z52
3381,"Praktica Luxmedia 16-Z12S comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 16-Z12S
3382,"Praktica DCZ 14.2 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,DCZ 14.2
3383,"Praktica Luxmedia 14-Z50S comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 14-Z50S
3384,"Praktica Luxmedia 14-Z80S comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 14-Z80S
3385,"Praktica Luxmedia 14-Z51 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 14-Z51
3386,"Praktica Luxmedia 16-Z51 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 16-Z51
3387,"Praktica Luxmedia 16-Z21S comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 16-Z21S
3388,"Praktica Dpix 1220z comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Praktica,Dpix 1220z
3389,"Praktica Luxmedia 16-Z21C comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 16-Z21C
3390,"Praktica Luxmedia 12-Z4 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 12-Z4
3391,"Praktica DCZ 12.Z4 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,DCZ 12.Z4
3392,"Praktica Luxmedia 12-Z4TS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 12-Z4TS
3393,"Praktica DCZ 14.1 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,DCZ 14.1
3394,"Praktica Dpix 5000 WP comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CMOS sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Praktica,Dpix 5000 WP
3395,"Praktica Luxmedia 12-04 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 12-04
3396,"Praktica Dpix 810z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CMOS sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Dpix 810z
3397,"Praktica Luxmedia 12-23 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 12-23
3398,"Praktica DCZ 10.2 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,DCZ 10.2
3399,"Praktica DCZ 10.4 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,DCZ 10.4
3400,"Praktica DCZ 12.1 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,DCZ 12.1
3401,"Praktica Dpix 910z comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,Dpix 910z
3402,"Praktica Dpix 510Z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Dpix 510Z
3403,"Praktica DCZ 10.3 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Praktica,DCZ 10.3
3404,"Praktica Luxmedia 12-03 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 12-03
3405,"Praktica Luxmedia 10 TS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 10 TS
3406,"Praktica DCZ 10.1 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,DCZ 10.1
3407,"Praktica Luxmedia 10-23 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 10-23
3408,"Praktica DCZ 8.3 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 8.3
3409,"Praktica Luxmedia 12 TS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 12 TS
3410,"Praktica Luxmedia 12 HD comes with a  1/1.72"" (~ 7.44 x 5.58 mm) CCD sensor, which has a diagonal of  9.30 mm (0.37"") and a surface area of 41.52 mm².",Praktica,Luxmedia 12 HD
3411,"Praktica Luxmedia 12-Z5 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 12-Z5
3412,"Praktica Dpix 1100z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Dpix 1100z
3413,"Praktica Luxmedia 10-03 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Luxmedia 10-03
3414,"Praktica Dpix 1000z comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Dpix 1000z
3415,"Praktica DCZ 8.2 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 8.2
3416,"Praktica DCZ 8.1 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 8.1
3417,"Praktica Luxmedia 8213 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 8213
3418,"Praktica Dpix 3300 comes with a  1/3"" (~ 4.8 x 3.6 mm) CMOS sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Praktica,Dpix 3300
3419,"Praktica Luxmedia 8403 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 8403
3420,"Praktica Dpix 820z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Dpix 820z
3421,"Praktica Dpix 750z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Dpix 750z
3422,"Praktica Luxmedia 8503 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 8503
3423,"Praktica Luxmedia 12 XS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 12 XS
3424,"Praktica Dpix 9000 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Praktica,Dpix 9000
3425,"Praktica DCZ 6.8 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 6.8
3426,"Praktica Luxmedia 6105 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 6105
3427,"Praktica Dpix 740z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) image sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Dpix 740z
3428,"Praktica Luxmedia 8303 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 8303
3429,"Praktica Dpix 530Z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Dpix 530Z
3430,"Praktica Dpix 3200 comes with a  1/3"" (~ 4.8 x 3.6 mm) CMOS sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Praktica,Dpix 3200
3431,"Praktica DCZ 5.8 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 5.8
3432,"Praktica Dpix 5200 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CMOS sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Dpix 5200
3433,"Praktica DCZ 6.8 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 6.8
3434,"Praktica Luxmedia 6105 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 6105
3435,"Praktica Dpix 740z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) image sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Dpix 740z
3436,"Praktica Luxmedia 10 XS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 10 XS
3437,"Praktica Luxmedia 7105 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 7105
3438,"Praktica DCZ 7.4 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 7.4
3439,"Praktica DCZ 7.2 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 7.2
3440,"Praktica Luxmedia 6403 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 6403
3441,"Praktica Dpix 5100 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CMOS sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Dpix 5100
3442,"Praktica Luxmedia 7303 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 7303
3443,"Praktica DCZ 7.1 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 7.1
3444,"Praktica DCZ 7.3 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 7.3
3445,"Praktica Luxmedia 6503 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 6503
3446,"Praktica DVC 6.1 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DVC 6.1
3447,"Praktica DMMC 4 comes with a  1/3"" (~ 4.8 x 3.6 mm) CMOS sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Praktica,DMMC 4
3448,"Praktica Luxmedia 10 X3 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,Luxmedia 10 X3
3449,"Praktica DMMC comes with a  1/3"" (~ 4.8 x 3.6 mm) CMOS sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Praktica,DMMC
3450,"Praktica DCZ 5.5 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 5.5
3451,"Praktica DCZ 6.3 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 6.3
3452,"Praktica DC 60 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DC 60
3453,"Praktica DMMC 4 comes with a  1/3"" (~ 4.8 x 3.6 mm) CMOS sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Praktica,DMMC 4
3454,"Praktica Luxmedia 10 X3 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,Luxmedia 10 X3
3455,"Praktica DMMC comes with a  1/3"" (~ 4.8 x 3.6 mm) CMOS sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Praktica,DMMC
3456,"Praktica DC Slim 5 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CMOS sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,DC Slim 5
3457,"Praktica Luxmedia 5303 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 5303
3458,"Praktica DCZ 6.2 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 6.2
3459,"Praktica Digi 3 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,Digi 3
3460,"Praktica Luxmedia 5203 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 5203
3461,"Praktica DCZ 5.4 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 5.4
3462,"Praktica DC 50 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DC 50
3463,"Praktica Luxmedia 5008 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 5008
3464,"Praktica DCZ 5.3 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 5.3
3465,"Praktica Digi 3 LM comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,Digi 3 LM
3466,"Praktica DC 52 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DC 52
3467,"Praktica Luxmedia 8003 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,Luxmedia 8003
3468,"Praktica Luxmedia 6103 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,Luxmedia 6103
3469,"Praktica DCZ 5.2 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,DCZ 5.2
3470,"Praktica V2.1 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,V2.1
3471,"Praktica DCZ 3.5 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 3.5
3472,"Praktica Luxmedia 4008 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 4008
3473,"Praktica DC 44 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DC 44
3474,"Praktica DC 440 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DC 440
3475,"Praktica DC 20 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,DC 20
3476,"Praktica DCZ 4.3 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,DCZ 4.3
3477,"Praktica DC Slim 2 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,DC Slim 2
3478,"Praktica Luxmedia 4008 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,Luxmedia 4008
3479,"Praktica DC 44 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DC 44
3480,"Praktica DC 440 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DC 440
3481,"Praktica DC 20 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,DC 20
3482,"Praktica DCZ 4.3 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,DCZ 4.3
3483,"Praktica DC Slim 2 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,DC Slim 2
3484,"Praktica DC 34 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Praktica,DC 34
3485,"Praktica DCZ 3.2D comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,DCZ 3.2D
3486,"Praktica G2.0 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,G2.0
3487,"Praktica Luxmedia 5003 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,Luxmedia 5003
3488,"Praktica DCZ 3.2S comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,DCZ 3.2S
3489,"Praktica Dpix 3000 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,Dpix 3000
3490,"Praktica Digicam 3 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,Digicam 3
3491,"Praktica Mini comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,Mini
